电影名,点击数
1024分辨率《银发的阿基多》BD中英双字,19 
2013年英国6.9分剧情惊悚片《双重人格》BD中英双字,1554 
08高分获奖大片《和巴什尔跳华尔兹》DVD中英双字,17 
2014年国产剧情喜剧片《完美超越》HD中英双字,939 
<font color='#FF0000'>07最新火爆大片《神探》高清晰DVD版</font>,104 
08最新恐怖片《招聘小保姆》DVD中英双字幕,17 
科幻冒险动作大片《冰冻星球》DVD中字,54 
<font color='#FF0000'>2008最新韩国爆笑喜剧大片《不良少妇》DVD中字</font>,123 
1024分辨率《围捕》BD中英双字无水印,26 
2010最新多明星动作大片《赤焰战场》DVD中英双字,103 
2000年美国惊悚冒险片《碟中谍2》BD国英双语双字,6030 
2012年记录《北极熊：一个夏天的奥德赛》720p.BD中字,35 
2016年美国科幻惊悚片《致命电话》BD中英双字,2038 
奥斯卡4项大奖动作大片《不可饶恕》DVD中字,126 
1024分辨率《大北方》BD中英双字,11 
2002年英国6.7分喜剧爱情片《我爱贝克汉姆》BD中英双字,1447 
1024分辨率《立体谎言/市政厅》HD中字无水印,23 
高分战争大片《伪钞制造者》DVD中字,37 
1024分辨率《诺贝尔赎金》BD中英双字,9 
美国超血腥动作犯罪大片《纽约黑帮》DVD中字,36 
<font color='#FF0000'>07最新曾志伟大片《两个人的房间》DVD中字</font>,21 
<font color='#0000FF'>韩国经典爆笑喜剧《南男北女》DVD中字</font>,77 
2014年英国7.3分战争冒险片《卡贾基》BD中英双字,3881 
06约翰·特拉沃尔塔惊悚力作《芳心谋杀案》DVD中字,16 
1024分辨率《新乌龙女校2》BD中英双字无水印,53 
1024分辨率《第一滴血系列4部》BD中英双字,2288 
1024分辨率《跳跃剪接》BD中字无水印,22 
2008年杰森斯坦森动作冒险片《非常人贩3》BD国英双语双字,6180 
<font color='#0000FF'>高分大片《缉毒特警》BD中英双字幕1024分辨率</font>,26 
2012年恐怖《疯子/杀人狂魔》720p.BD中英双字幕,164 
1024分辨率《奋斗》HD国语中字,86 
2012最新《高楼大劫案》720p.BD中英双字,104 
2013年国产喜剧爱情片《光的棍》HD国语中字,872 
2015年汤唯廖凡喜剧爱情片《命中注定》HD中英双字,23 
08最新科幻巨片《钢铁侠》Scr-R中字,135 
2011最新周渝民/徐若瑄《与时尚同居》DVD国语中字,10 
3亿票房犯罪大片《十三罗汉》DVD中英双字幕,197 
2014年美国惊悚恐怖片《致命录像带3：病毒》BD中英双字,2286 
金凯瑞票房过亿超搞笑犯罪喜剧大片《变相怪杰》DVD中字终极收藏版,188 
1024分辨率《受难记》BD中英双字无水印,46 
2014年英国6.7分剧情喜剧片《中间人2》BD中英双字,2355 
1024分辨率《浓情巧克力》BD中英双字无水印,101 
1024分辨率《仇杀病房/仇杀病室》HD中字,88 
布鲁斯南精彩科幻大片《火星人攻击地球》DVD中字,38 
1024分辨率《男人百分百/偷听女人心》BD中英双字无水印,110 
2013年日本动画片《哆啦A梦：大雄的秘密道具博物馆》BD双语中字,1907 
<font color='#0000FF'>游戏改编恐怖动作片《吸血莱恩》DVD中字</font>,83 
<font color='#0000FF'>幻想动作大片《忍/甲贺忍法帖》DVD中字</font>,68 
2013年日本7.9分剧情片《如父如子》BD日语中字,1157 
<font color='#0000FF'>07最新动作大片《荒野大飚客》DVD完美中字</font>,309 
<font color='#0000FF'>丹泽尔·华盛顿大片《怒火救援》DVD中英双字幕</font>,330 
1024分辨率《捉鬼敢死队/魔鬼克星》BD中字,187 
1024分辨率《星战迷友》BD中英双字,32 
1024分辨率《风流医生俏护士》BD中英双字,53 
1024分辨率《野蛮的温柔》HD国语中字,6 
07最新高分魔幻大片《星尘》DVD中字,19 
2012年喜剧《神偷艳贼》720p.BD中英双字幕,444 
09手机电影《海豹突击队》3gp+mp4清晰大字幕,17 
史蒂文西格尔超刺激暴力犯罪动作大片《在劫难逃》DVD中字,114 
2016年美国7.4分剧情片《护工故事》HD高清中英双字,1415 
1024分辨率《15分钟/千钧一刻》BD中英双字,16 
2013年美国7.9分悬疑灾难片《谍战马德拉斯》BD中英双字,2447 
<font color='#FF0000'>07最新全明星火爆大片《寿喜烧西部片》DVD中字</font>,114 
美国科幻动漫精品《变形金刚20周年纪念版》DVD国语,89 
2012BBC纪录片《节食与长寿》HD中英双字,1570 
1024分辨率《谁主名花》BD中英双字无水印,11 
<font color='#FF0000'>2015年美国动作犯罪片《极盗者/极限追捕》BD国英双语双字</font>,2202 
1024分辨率《自然：超级鱼类》BD中字无水印,28 
08最新畅销小说改编《不存在的女儿》DVD中字,11 
2016年国产犯罪悬疑片《判我有罪》HD国语中字,515 
1024分辨率《班级舞会/毕业舞会》BD中英双字,36 
<font color='#0000FF'>2014年美国7.5分动画片《生命之书/曼罗奇遇记》BD中英双字</font>,5399 
09最新科幻大片《先知》DVD中英双字,95 
爆笑喜剧大片《我的超人前女友》DVD中英双字幕,193 
<font color='#FF6633'>2007李俊基宫崎葵最新巨作《初雪/初雪之恋》中文字幕</font>,53 
韩国超火暴科幻战争动作喜剧大片《天军》DVD中字,33 
1024分辨率《无影剑》BD中字无水印,27 
09最新惊悚大片《魔屋》DVD中英双字,86 
1024分辨率《再造战士3：重生》BD中英双字无水印,44 
<font color='#FF0000'>06最新大片《趁火行劫》DVD中字</font>,17 
09最新《空想新子与千年魔法》DVD中字,59 
<font color='#FF0000'>07最新爱情喜剧大片《幸运库克》DVD中字</font>,19 
2014年日本8.3分爱情片《只要你说你爱我 真人版》BD日语中字,2419 
09最新喜剧大片《歌舞青春3》DVD中英双字,59 
美1区国语珍藏版《大逃亡》DVD中字,237 
1024分辨率刘烨/黄秋生《硬汉》BD中字无水印,59 
最新手机电影《国王的演讲》3gp+mp4清晰大字幕,17 
2015年国产爱情片《命中住定/不敢上床的女人》HD国语中字,2044 
08最新动画巨制《星球大战:克隆战争》DVD中英双字,96 
火爆犯罪动作猛片《杀手悲歌》DVD中字,95 
二战恐怖潜艇海上厄运《深层恐惧》DVD中字,64 
<font color='#0000FF'>视觉冲击《狂蟒之灾》DVD中英双字幕</font>,73 
2014年刘妍希悬疑恐怖片《恐怖电影院》BD中英双字,1088 
1024分辨率《毕业生生存指南》BD中英双字无水印,93 
2011最新《勒阿弗尔/温心港湾》720p.BD中英双字幕,13 
2016年日本9.1分动作片《热血街区电影版》BD日语中字,4626 
2014年国产微电影剧情喜剧片《拼时代》HD中英双字,671 
2015年国产喜剧爱情片《Hello锦衣卫》HD中英双字,4765 
2012年英国6.7分惊悚犯罪片《病态领土》BD中英双字,1001 
1024分辨率《细细的红线/红色警戒》HD中英双字无水印,178 
印度西施浓情演泽好看大片《新娘与偏见》DVD中字,70 
1024分辨率《动物的末日》BD中字无水印/（全8集）,24 
1024分辨率《跳跃大搜查线》BD中字无水印,30 
2014年邹兆龙动作悬疑片《特工艾米拉》HD中英双字,2041 
1024分辨率《星际旅行2》BD中字,87 
1024分辨率《英国病人》BD中英双字,1461 
08最新爆笑动作大片《武林女大学生》DVD中字,33 
07三连冠爆笑巨片《博物馆之夜》DVD中字,374 
<font color='#FF0000'>08最新恐怖大片《沙排杀机》DVD中字</font>,12 
<font color='#FF0000'>06最新科幻大片《机器人劫难》DVD中字</font>,66 
2014年陈意涵池珍熙喜剧爱情片《坏姐姐之拆婚联盟》BD中字,3413 
1024分辨率《高卢英雄大战维京海盗》BD中英双字无水印,32 
09最新战争大片《反抗军》DVD中英双字幕,16 
1024分辨率《格斗之王/魔宫帝国》BD中英双字无水印,72 
2014年立威廉刘雨欣喜剧爱情片《美人邦》BD中英双字,1973 
09手机电影《真人游戏》3gp+mp4清晰大字幕,5 
2015年美国惊悚恐怖片《航时凶间/恶灵作祟》BD中英双字,34 
军事监狱暴力犯罪动作大片《最后的城堡》DVD中字,70 
07最新豪华阵容大片《黄色的眼泪》DVD中字,36 
高分大片《星战前传3：西斯的复仇》HD中英双字幕1024分辨率,304 
1024分辨率《金色面具》HD国语中字无水印,27 
1024分辨率《智勇急转弯》BD中字,12 
1024分辨率《纽约，我爱你》BD中英双字无水印,133 
2012年动作《海军陆战队员3》720p.BD中英双字幕,501 
2014年美国7.6分动作犯罪片《龙虎少年队2》BD中英双字,8650 
让·雷诺喜剧《粉红豹》DVD中英双字,47 
08剧情新片《皈依/爱从心开始》DVD中字,5 
周末经典杜淳颖儿爱情片《谁说我们不会爱》HD国语中字,858 
2015年美国动画片《蝙蝠侠无极限：怪兽来袭》BD中英双字,138 
1024分辨率《猫和老鼠与福尔摩斯》BD中字,136 
畅销神秘小说改编《天狼劫》DVD中字,22 
1024分辨率《致命抉择》BD中字,59 
06美女火辣爆笑喜剧《多细胞少女》DVD中字,60 
法国票房冠军《无法触碰/触不可及》720p.BD中字,1052 
2012年喜剧《人再囧途之泰囧》720p.BD国粤双语中字,269 
最新手机电影《海扁王/特攻联盟》3gp+mp4清晰大字幕,20 
1024分辨率《魔法师的学徒》BD中英双字无水印,277 
1979年国产奇幻动画片《哪吒闹海》HD国语无字幕,598 
<font color='#FF0000'>07火爆大片《新忍者神龟》DVDSCR-R中字收藏版</font>,944 
<font color='#FF0000'>06韩国最新剧情大片《坐情敌的出租车》DVD中字</font>,46 
1024分辨率+800线《墨水心》BD中英双字,79 
08最新科幻大片《X档案2》DVD中字（DYGOD首发）,21 
2016年国产喜剧爱情片《同城邂逅》HD国语中字,113 
<font color='#FF0000'>07最新上映火爆大片《误入歧途》DVD中字</font>,27 
2011最新《王子殿下》DVD中英双字,18 
最新手机电影《围捕》3gp+mp4清晰大字幕,4 
2015年日本喜剧片《星期恋人前后篇合集》BD日语中字,79 
1024分辨率《无法安宁/最后一次初恋》BD中英双字,22 
<font color='#FF0000'>08最新动作大片《忠于职守：边境巡逻》DVD中字</font>,41 
08最新爆笑大片《加菲猫的狂欢节》DVD中字,75 
2015年韩国7.3分剧情爱情片《无赖汉》BD韩语中字,4535 
2010最新喜剧《我的雷人男友》DVD中字,7 
最新手机电影《澳门1949》3gp+mp4清晰大字幕,8 
2013年德国悬疑惊悚片《去里斯本的夜车》HD英语中字,616 
最新动画巨制《阿祖尔和阿斯马尔》DVD中字,7 
07最新恐怖大片《亡灵之神》DVD中字,43 
1024分辨率《世贸中心》BD中英双字,66 
09最新科幻片《绿灯侠》DVD中英双字,159 
2012最新喜剧《我爸爸的房子》720p.BD中英双字幕,33 
1024分辨率《破绽/瞒天杀局》BD中英双字,166 
奥斯卡三项提名震撼大片《卢旺达饭店》DVD中字,50 
2002年日本7.2分动画冒险片《猫的报恩》BD国粤日3语中字,3206 
1024分辨率《黑天鹅》BD中英双字无水印,766 
特精彩火暴动作大片《OSS117:开罗谍影》DVD中字,31 
超爆笑喜剧大片《憨豆先生的大灾难》DVD中字,148 
2011年美国7.3分动作惊悚片《速度与激情5》BD特效中英双字,16307 
1024分辨率《雄狮》BD中英双字,50 
2015年美国奇幻动画片《芭比之公主的力量》BD中英双字,1356 
2013年加拿大悬疑科幻片《随你而去》BD中英双字,302 
2011最新/影后影帝超级阵容《杀戮》720p.BD中英双字,160 
09手机电影《盗版猫》3gp+mp4清晰大字幕,9 
美国经典西部史诗巨片《与狼共舞》导演剪切加长版BD中英双字,334 
<font color='#FF0000'>08最新动作大片《劫机事件》DVD中字</font>,40 
<font color='#FF6633'>美国性感美女科幻惊悚大片《灵幻夹克》DVD中英字幕</font>,111 
1024分辨率《由内而外》BD中英双字无水印,11 
08最新恐怖大片《鬼镜》DVD中英双字,390 
<font color='#0000FF'>基努.李维斯冒险动作大片《惊爆点》DVD中字</font>,41 
最新手机电影《51号星球》3gp+mp4清晰大字幕,8 
2014年华晨宇剧情纪录片《我就是我电影版》HD中英双字,827 
精彩犯罪大片《系统震撼》DVD中字,8 
国超刺激西部战争动作史诗大片《最后的摩根战士》DVD中英字幕,32 
1024分辨率《人狗奇缘》BD中字无水印,126 
2013年日本7.3分动作片《忍者乱太郎之夏日大作战》BD日语中字,1453 
1024分辨率《战略高手》BD中英双字无水印,36 
2011年美国7.4分科幻片《永无止境》BD中英双字,4037 
<font color='#FF0000'>2007喜剧大片《大赌局/荣登榜首》DVD中字</font>,10 
<font color='#FF0000'>2006感人大片《秋季的旅程》DVD中字</font>,6 
1024分辨率《冷血悍将》BD中英双字无水印,30 
1024分辨率《边境家园/爱巢》BD中英双字无水印,12 
莫妮卡·贝鲁奇《西西里的美丽传说》1024x576.BD中字,1056 
2008年美国7.1分历史战争片《刺杀希特勒》BD双语双字,1205 
2015年美国剧情片《天堂90分钟/在天堂90分钟》BD中英双字,55 
胡军姜武09最新大片《我的唐朝兄弟》DVD中字,17 
1024分辨率《红色派系：起源》HD中英双字,75 
08最新科幻大片《墨水心》DVD中英双字幕,34 
2015年夏雨关晓彤喜剧爱情片《浪漫天降》HD中英双字,93 
2015年日本7.8分剧情片《下众之爱》BD日语中字,1408 
1024分辨率《新猛鬼街》BD中英双字无水印,172 
二月经典国产8.2分喜剧片《甲方乙方》BD国语中字,648 
2016年7.6分美国动画片《爱宠大机密》BD国粤英三语中字,5002 
08最新科幻大片《灭顶之灾》DVDscr-R中字,9 
1024分辨率《人类之子》BD中英双字无水印,161 
十一月经典2000年韩国7.6爱情片《触不到的恋人》BD国韩双语中字,3397 
2016年国产喜剧动画片《年兽大作战》HD中英双字,64 
08最新动作大片《闪灵侠》BD中英双字,30 
<font color='#FF0000'>2015年廖凡宋佳武侠动作片《师父》HD国语中字</font>,558 
1024分辨率《亲密有罪》BD中英双字无水印,40 
1024分辨率《穿越时空之灵格格》HD国语中字,17 
07最新恐怖片《嗜血魔人》DVD中英双字,9 
<font color='#FF0000'>近亿票房科幻大片《黑夜传说》DVD中英双字幕</font>,144 
2014年美国8.4分剧情片《平常的心》BD中英双字,3957 
2012年最新《高校痞子田中》720p.BD中字,197 
09手机电影《仁寺洞丑闻》3gp+mp4高清晰大字幕,45 
09新片1024分辨率《谎言与错觉》BD中英双字,11 
<font color='#0000FF'>尚格.云顿火爆动作大片《终极标靶》DVD中字</font>,119 
2015年法国7.3分纪录片《迪奥与我/迪奥和我》BD中英双字,191 
九月经典1995年科幻惊悚片《十二猴子》BD中英双字,1444 
刘亦菲/古天乐《新倩女幽魂》1024x576 国粤双语中字,129 
高分大片《生死狙击》BD中英双字幕1024分辨率收藏版,1601 
最新手机电影《嗜血破晓/黎明时分》3gp+mp4清晰大字幕,5 
2015年英国7.2分惊悚片《绝命海拔/珠穆朗玛》BD国英双语双字,313 
2015年法国7.8分奇幻动画片《小王子》BD国法双语中字,373 
2015年美国6.4分喜剧片《老爸当家/家有两个爸》BD中英双字,109 
09最新汤姆·汉克斯大片《天使与魔鬼》R5修正中字,34 
最新手机电影《好雨时节》3gp+mp4清晰大字幕,6 
2012年恐怖《恶灵入侵/死魂盒》720p.BD中英双字幕,163 
2012年高分获奖大片《大师》MP4.720x384.中字,163 
